Sản phẩm,Năm,Giá trị
Hạt tiêu (Nghìn tấn),Sơ bộ 2024,249.816
Chè (Nghìn tấn),1995,18.8
Chè (Nghìn tấn),1996,20.8
Chè (Nghìn tấn),1997,32.9
Chè (Nghìn tấn),1998,33
Chè (Nghìn tấn),1999,36
Chè (Nghìn tấn),2000,55.7
Chè (Nghìn tấn),2001,67.9
Chè (Nghìn tấn),2002,77
Chè (Nghìn tấn),2003,58.6
Chè (Nghìn tấn),2004,104.3
Chè (Nghìn tấn),2005,91.7
Chè (Nghìn tấn),2006,105.4
Chè (Nghìn tấn),2007,115.7
Chè (Nghìn tấn),2008,104.7
Chè (Nghìn tấn),2009,135
Chè (Nghìn tấn),2010,137
Chè (Nghìn tấn),2011,135
Chè (Nghìn tấn),2012,146.9
Chè (Nghìn tấn),2013,141.2
Chè (Nghìn tấn),2014,132.4
Chè (Nghìn tấn),2015,328.3
Chè (Nghìn tấn),2016,126.9
Chè (Nghìn tấn),2017,149.1
Chè (Nghìn tấn),2018,131.7
Chè (Nghìn tấn),2019,147.7
Chè (Nghìn tấn),2020,135.97093
Chè (Nghìn tấn),2021,127.25146
Chè (Nghìn tấn),2022,147.23513
Chè (Nghìn tấn),2023,122.71813
Chè (Nghìn tấn),Sơ bộ 2024,147.373
